id,weight
amples/stream/stack.css,7
c/core/transition-delay.js,6
c/core/selection-datum.js,6
c/core/selection-remove.js,9
c/core/transition-remove.js,6
c/core/transition-duration.js,6
c/csv/csv.js,5
c/core/entries.js,5
c/geo/type.js,5
c/core/json.js,5
c/core/keys.js,5
amples/data/sample.html,5
c/core/median.js,5
c/core/values.js,5
c/core/round.js,5
amples/data/sample.xml,4
c/core/selection-call.js,13
.v2.min.js,4
amples/sort/sort.css,4
amples/box/box.css,4
c/core/requote.js,5
c/core/merge.js,3
amples/stream/stream.css,3
c/core/collapse.js,3
c/core/ascending.js,3
c/core/transpose.js,3
c/core/descending.js,3
c/core/selection-empty.js,3
c/scale/sqrt.js,3
c/core/this.js,3
c/core/transition-transition.js,3
c/core/number.js,3
c/core/functor.js,3
c/compat/date.js,3
c/geo/geo.js,3
c/core/core.js,1
b/science/science.stats.min.js,1
c/start.js,1
c/end.js,1
c/geo/greatCircle.js,1
b/science/science.lin.min.js,1
b/science/science.min.js,1
c/layout/layout.js,1
c/svg/svg.js,1
c/svg/mouse.js,1
c/svg/touches.js,1
c/core/noop.js,1
c/behavior/behavior.js,1
c/geom/geom.js,1
